Date,Open,High,Low,Close,Adj Close,Volume
22-01-19,2609.64209,2609.64209,2573.062012,2579.704102,2579.704102,152500
23-01-19,2575.258057,2589.512939,2572.405029,2581.003906,2581.003906,131400
24-01-19,2584.647949,2597.289063,2569.699951,2591.694092,2591.694092,154000
25-01-19,2596.261963,2617.001953,2595.628906,2601.7229,2601.7229,159400
28-01-19,2615.711914,2630.318115,2591.100098,2596.977051,2596.977051,147000
29-01-19,2592.35498,2601.736084,2559.981934,2594.253906,2594.253906,155600
30-01-19,2584.746094,2598.814941,2575.408936,2575.575928,2575.575928,120500
31-01-19,2581.332031,2606.62793,2571.579102,2584.572021,2584.572021,154300
01-02-19,2597.778076,2618.477051,2590.553955,2618.231934,2618.231934,132000
11-02-19,2613.174072,2654.095947,2613.174072,2653.895996,2653.895996,154900
12-02-19,2654.034912,2674.478027,2648.830078,2671.894043,2671.894043,184100
13-02-19,2674.52002,2727.074951,2666.521973,2721.068115,2721.068115,243800
14-02-19,2715.535889,2729.455078,2707.487061,2719.699951,2719.699951,197000
15-02-19,2712.785889,2715.63208,2679.784912,2682.38501,2682.38501,196000
18-02-19,2699.816895,2754.356934,2699.816895,2754.356934,2754.356934,260400
19-02-19,2759.496094,2780.783936,2737.585938,2755.645996,2755.645996,288000
20-02-19,2761.059082,2767.410889,2739.978027,2761.218994,2761.218994,246000
21-02-19,2759.937988,2794.012939,2744.976074,2751.801025,2751.801025,298600
22-02-19,2749.461914,2804.226074,2736.332031,2804.226074,2804.226074,301500
25-02-19,2838.389893,2961.794922,2838.389893,2961.282959,2961.282959,528700
26-02-19,2969.0979,2995.676025,2938.623047,2941.516113,2941.516113,565600
27-02-19,2939.928955,2997.488037,2924.643066,2953.823975,2953.823975,475000
28-02-19,2950.054932,2965.303955,2930.195068,2940.954102,2940.954102,350200
01-03-19,2954.4021,2994.004883,2930.834961,2994.004883,2994.004883,345800
04-03-19,3015.943115,3090.795898,3006.941895,3027.575928,3027.575928,525600
05-03-19,3019.879883,3054.961914,3009.447998,3054.24707,3054.24707,424100
06-03-19,3060.433105,3103.824951,3050.111084,3102.099121,3102.099121,555000
07-03-19,3103.667969,3129.939941,3074.978027,3106.417969,3106.417969,583800
08-03-19,3038.335938,3075.045898,2969.582031,2969.861084,2969.861084,577900
11-03-19,2969.080078,3028.253906,2963.583008,3026.99292,3026.99292,426200
12-03-19,3049.083984,3093.391113,3029.899902,3060.306885,3060.306885,511200
13-03-19,3062.326904,3065.288086,3013.931885,3026.950928,3026.950928,453200
14-03-19,3013.596924,3041.156006,2968.823975,2990.685059,2990.685059,373100
15-03-19,3000.878906,3048.121094,2999.431885,3021.750977,3021.750977,341200
18-03-19,3027.801025,3096.417969,3009.50708,3096.417969,3096.417969,397800
19-03-19,3099.896973,3113.433105,3076.363037,3090.975098,3090.975098,350900
20-03-19,3084.169922,3102.52002,3053.451904,3090.639893,3090.639893,358600
21-03-19,3094.125,3125.019043,3086.850098,3101.455078,3101.455078,414300
22-03-19,3100.726074,3107.274902,3064.884033,3104.148926,3104.148926,364800
25-03-19,3058.802002,3086.996094,3041.949951,3043.031006,3043.031006,380300
26-03-19,3057.559082,3062.689941,2988.490967,2997.094971,2997.094971,353500
27-03-19,3012.25708,3022.761963,2987.771973,3022.719971,3022.719971,291400
28-03-19,3009.799072,3025.779053,2991.779053,2994.943115,2994.943115,288100
29-03-19,3000.677979,3093.032959,2999.987061,3090.758057,3090.758057,375100
01-04-19,3111.662109,3176.62207,3111.662109,3170.361084,3170.361084,466100
02-04-19,3183.273926,3193.271973,3164.906982,3176.822998,3176.822998,447100
03-04-19,3159.146973,3219.256104,3152.332031,3216.294922,3216.294922,430500
04-04-19,3233.688965,3254.139893,3216.85498,3246.571045,3246.571045,469100
08-04-19,3271.271973,3288.452881,3210.514893,3244.810059,3244.810059,504500
09-04-19,3240.394043,3251.645996,3215.705078,3239.664063,3239.664063,364200
10-04-19,3224.64502,3264.778076,3204.878906,3241.929932,3241.929932,380100
11-04-19,3241.547119,3254.125977,3185.545898,3189.961914,3189.961914,353000
12-04-19,3184.860107,3199.278076,3168.041992,3188.625977,3188.625977,289800
15-04-19,3233.458008,3253.976074,3177.27002,3177.787109,3177.787109,348800
16-04-19,3164.396973,3253.5979,3153.206055,3253.5979,3253.5979,357900
17-04-19,3250.1521,3275.333984,3239.804932,3263.11792,3263.11792,357500
18-04-19,3261.073975,3271.387939,3241.825928,3250.200928,3250.200928,325500
19-04-19,3250.14502,3274.334961,3226.812012,3270.797119,3270.797119,305700
22-04-19,3278.490967,3279.489014,3206.87793,3215.042969,3215.042969,353200
23-04-19,3211.87207,3231.582031,3186.75708,3198.593994,3198.593994,328400
24-04-19,3203.559082,3210.650879,3156.606934,3201.614014,3201.614014,274900
